name,slug,norm_key,agency_name,aav_aa
Mark Robinson,mark-robinson,mark robinson,Young Money APAA Sports,943089
Ja'Tyre Carter,jatyre-carter,jatyre carter,Young Money APAA Sports,942328
Nick Muse,nick-muse,nick muse,AthElite Agency,941733
Deommodore Lenoir,deommodore-lenoir,deommodore lenoir,Be The Best Sports Group,941218
Bo Melton,bo-melton,bo melton,The Sports & Entertainment Group,941195
Chris Paul,chris-paul,chris paul,Roc Nation,941111
Baylon Spector,baylon-spector,baylon spector,AthElite Agency,940931
Dareke Young,dareke-young,dareke young,SportsTrust Advisors,940275
Jonathan Ford,jonathan-ford,jonathan ford,Dream Point Sports,940272
Trenton Irwin,trenton-irwin,trenton irwin,Capital Sports Advisors,940000
Stephen Carlson,stephen-carlson,stephen carlson,Generation Sports Group,940000
Giovanni Ricci,giovanni-ricci,giovanni ricci,United Athlete Sports,940000
Anthony Pittman,anthony-pittman,anthony pittman,"D. Todd Williams, PC",940000
Benito Jones,benito-jones,benito jones,BC Sports,940000
Nick Leverett,nick-leverett,nick leverett,AMDG Sports,940000
Ben Bartch,ben-bartch,ben bartch,Excel Sports Management,940000
Jauan Jennings,jauan-jennings,jauan jennings,BC Sports,940000
Curtis Robinson,curtis-robinson,curtis robinson,The Familie,940000
Cole Christiansen,cole-christiansen,cole christiansen,919 Sports Management,940000
Brock Wright,brock-wright,brock wright,Ace PR,940000
Kemon Hall,kemon-hall,kemon hall,Universal Sports & Entertainment Management,940000
Daniel Hardy,daniel-hardy,daniel hardy,The Familie,939926
Deane Leonard,deane-leonard,deane leonard,Dynamic Sports Group,939916
Chase Lucas,chase-lucas,chase lucas,"Lessem, Newstat & Tooson",939820
Rodney Thomas Ii,rodney-thomas-ii,rodney thomas,Maven Sports Group,938846
Jason Pinnock,jason-pinnock,jason pinnock,Grady Sports Agency,937613
K.j. Britt,kj-britt,kj britt,Rosenhaus Sports Representation,936574
Andrew Stueber,andrew-stueber,andrew stueber,1 of 1 Agency,935900
Skylar Thompson,skylar-thompson,skylar thompson,SportsTrust Advisors,935554
Rasheed Walker,rasheed-walker,rasheed walker,Trust Sports & Entertainment,935218
Isiah Pacheco,isiah-pacheco,isiah pacheco,Neil S Schwartz Associates Inc,934777
Samori Toure,samori-toure,samori toure,Disruptive,934252
Russ Yeast,russ-yeast,russ yeast,Maven Sports Group,934252
Aj Arcuri,aj-arcuri,aj arcuri,Legendary Sports Management,934252
Elijah Hicks,elijah-hicks,elijah hicks,SportStars,934252
Will Harris,will-harris,will harris,LIFT Sports Management,930974
Shemar Jean-Charles,shemar-jean-charles,shemar jeancharles,National Sports Agency,930038
Kion Smith,kion-smith,kion smith,"US Sports, Inc",927500
J.j. Russell,jj-russell,jj russell,Goal Line Football,927500
Alijah Clark,alijah-clark,alijah clark,Legend Agency,922500
Jack Wilson,jack-wilson,jack wilson,International Sports Agency,922500
William Sherman,william-sherman,william sherman,VaynerSports,922500
Micah Robinson,micah-robinson,micah robinson,AthElite Agency,922500
Luke Haggard,luke-haggard,luke haggard,IHC Sports,922500
Cobee Bryant,cobee-bryant,cobee bryant,Alliance Sports,922500
Truman Jones,truman-jones,truman jones,JL Sports Agency,922500
Korie Black,korie-black,korie black,Rare Talent,922500
Jared Harrison-Hunte,jared-harrison-hunte,jared harrisonhunte,Young Money APAA Sports,922500
Dom Jones,dom-jones,dom jones,Dynamic Sports Group,922500
Cameron Latu,cameron-latu,cameron latu,Equity Sports,922500
Rashad Wisdom,rashad-wisdom,rashad wisdom,United Sports Group,922500
Carter Runyon,carter-runyon,carter runyon,JL Sports Agency,922500
Amari Kight,amari-kight,amari kight,Grady Sports Agency,922500
Elijah Simmons,elijah-simmons,elijah simmons,Exclusive Sports Group,922500
Kevin Knowles,kevin-knowles,kevin knowles,"MRM Sports and Entertainment, LLC",922500
Dylan Drummond,dylan-drummond,dylan drummond,3XL Sports Management,922500
Jason Maitre,jason-maitre,jason maitre,Overtime Sports Management Group,922500
Kedon Slovis,kedon-slovis,kedon slovis,Range Media Partners,922500
Corey Kiner,corey-kiner,corey kiner,Young Money APAA Sports,922500
Za'Darius Smith,zadarius-smith,zadarius smith,Roc Nation,921051
Marlon Tuipulotu,marlon-tuipulotu,marlon tuipulotu,Aura Sports Group,918979
Chris Brooks,chris-brooks,chris brooks,One West Sports Group,915000
Arron Mosby,arron-mosby,arron mosby,The Sports & Entertainment Group,915000
Gary Brightwell,gary-brightwell,gary brightwell,AMG Pro Sports,914718
Danny Pinter,danny-pinter,danny pinter,VaynerSports,910925
Victor Dimukeje,victor-dimukeje,victor dimukeje,Aura Sports Group,910465
Damar Hamlin,damar-hamlin,damar hamlin,Jaster Athletes,910119
Malik Cunningham,malik-cunningham,malik cunningham,Management One,908333
Jason Brownlee,jason-brownlee,jason brownlee,SportStars,908333
Richard Gouraige,richard-gouraige,richard gouraige,Agency 1 Athlete Management Group,907500
Tyson Bagent,tyson-bagent,tyson bagent,Milk & Honey Sports,906667
Dalton Wagner,dalton-wagner,dalton wagner,Tessler Sports Management,906667
Mohamoud Diabate,mohamoud-diabate,mohamoud diabate,Aura Sports Group,906667
Ivan Pace Jr.,ivan-pace-jr,ivan pace,Independent Sports & Entertainment,905000
Hunter Luepke,hunter-luepke,hunter luepke,Range Media Partners,905000
Jacob Slade,jacob-slade,jacob slade,Aura Sports Group,905000
Alex Palczewski,alex-palczewski,alex palczewski,3XL Sports Management,905000
Bryce Ford-Wheaton,bryce-ford-wheaton,bryce fordwheaton,AthElite Agency,905000
Tashawn Manning,tashawn-manning,tashawn manning,Grand Central Sports Management,905000
Starling Thomas V,starling-thomas-v,starling thomas,Plan B Sports Management LLC,905000
Keaton Mitchell,keaton-mitchell,keaton mitchell,Generation Sports Group,904333
Emari Demercado,emari-demercado,emari demercado,United Sports Group,903333
Travis Vokolek,travis-vokolek,travis vokolek,Legend Agency,903333
Cory Durden,cory-durden,cory durden,Williams Sports Group,903333
Henry Byrd,henry-byrd,henry byrd,JL Sports Agency,903333
Drake Thomas,drake-thomas,drake thomas,MGC Sports,903333
Xavier Gipson,xavier-gipson,xavier gipson,United Athlete Sports,903333
Nikko Remigio,nikko-remigio,nikko remigio,Equity Sports,903333
Jaleel Mclaughlin,jaleel-mclaughlin,jaleel mclaughlin,Red Envelope Sports,903333
Mitchell Tinsley,mitchell-tinsley,mitchell tinsley,Grand Central Sports Management,903333
Cam Jones,cam-jones,cam jones,Grand Central Sports Management,903333
Bryce Hall,bryce-hall,bryce hall,Klutch Sports Group,902701
Sam Ehlinger,sam-ehlinger,sam ehlinger,Roc Nation,902677
Israel Mukuamu,israel-mukuamu,israel mukuamu,Equity Sports,902677
Isaiah Mcduffie,isaiah-mcduffie,isaiah mcduffie,JL Sports Agency,902677
Trey Smith,trey-smith,trey smith,EAG Sports Management,902677
Khalil Herbert,khalil-herbert,khalil herbert,Equity Sports,902677
Julian Hill,julian-hill,julian hill,Plan B Sports Management LLC,902500
Jordan Mims,jordan-mims,jordan mims,First Round Management,902333
T.j. Bass,tj-bass,tj bass,AMDG Sports,901667
Christian Izien,christian-izien,christian izien,1 of 1 Agency,901667
Art Green,art-green,art green,National Sports Agency,901667
Kahlef Hailassie,kahlef-hailassie,kahlef hailassie,QC Sports,901667
Elijah Cooks,elijah-cooks,elijah cooks,Klutch Sports Group,901667
T.j. Luther,tj-luther,tj luther,Pyramid Sports Group,901667
E.j. Jenkins,ej-jenkins,ej jenkins,EnterSports Management,901667
Nate Adkins,nate-adkins,nate adkins,BC Sports,901667
Brandon Pili,brandon-pili,brandon pili,Aura Sports Group,901667
Keidron Smith,keidron-smith,keidron smith,DEAL,901667
Jordan Meredith,jordan-meredith,jordan meredith,The Sports & Entertainment Group,901333
Tyrell Shavers,tyrell-shavers,tyrell shavers,Paul DeRousselle,901167
Tykeem Doss,tykeem-doss,tykeem doss,Generation Sports Group,900833
Elijah Dotson,elijah-dotson,elijah dotson,Wraith Sports Group,900667
Chris Stoll,chris-stoll,chris stoll,United Athlete Sports,900500
Jerrod Clark,jerrod-clark,jerrod clark,Grand Central Sports Management,900000
Ethan Bonner,ethan-bonner,ethan bonner,Eastern Athletic Services,900000
Caleb Murphy,caleb-murphy,caleb murphy,SportStars,900000
Claudin Cherelus,claudin-cherelus,claudin cherelus,NA3 Sports,900000
Alex Ward,alex-ward,alex ward,International Sports Advisors,900000
Quintez Cephus,quintez-cephus,quintez cephus,SportsTrust Advisors,899822
Chris Smith,chris-smith,chris smith,Ace PR,899167
Blake Grupe,blake-grupe,blake grupe,United Athlete Sports,899167
Malik Hamm,malik-hamm,malik hamm,Eastern Athletic Services,899000
Markees Watts,markees-watts,markees watts,"US Sports, Inc",898333
Brandon Aubrey,brandon-aubrey,brandon aubrey,Ace PR,898333
Sean Tucker,sean-tucker,sean tucker,JL Sports Agency,898333
Jaylon Thomas,jaylon-thomas,jaylon thomas,Milk & Honey Sports,898333
Anthony Kendall,anthony-kendall,anthony kendall,Believe Sports Group,898333
Joel Wilson,joel-wilson,joel wilson,Generation Sports Group,898333
Ekow Boye-Doe,ekow-boye-doe,ekow boyedoe,Milk & Honey Sports,898333
Roy Mbaeteka,roy-mbaeteka,roy mbaeteka,The Uprise Sports Agency,898333
Broderick Washington,broderick-washington,broderick washington,NA3 Sports,897162
Patrick Johnson,patrick-johnson,patrick johnson,Ballengee Group,896469
Joe Giles-Harris,joe-giles-harris,joe gilesharris,Neil S Schwartz Associates Inc,895000
Eric Banks,eric-banks,eric banks,"Ascension Enterprises, Inc",895000
Darius Harris,darius-harris,darius harris,Universal Sports & Entertainment Management,895000
Logan Woodside,logan-woodside,logan woodside,Equity Sports,895000
Chandler Brewer,chandler-brewer,chandler brewer,Exclusive Sports Group,895000
Darnell Mooney,darnell-mooney,darnell mooney,Ace PR,894263
Ben Skowronek,ben-skowronek,ben skowronek,Independent Sports & Entertainment,891131
K.j. Osborn,kj-osborn,kj osborn,WIN Sports Group,890693
Grant Stuard,grant-stuard,grant stuard,Grady Sports Agency,889061
Justin Strnad,justin-strnad,justin strnad,LIFT Sports Management,883193
Kelvin Harmon,kelvin-harmon,kelvin harmon,Precision Sports Management Group,882613
Thomas Hennessy,thomas-hennessy,thomas hennessy,1 of 1 Agency,880000
Evan Deckers,evan-deckers,evan deckers,BTI Sports,877500
Shaka Heyward,shaka-heyward,shaka heyward,Range Media Partners,877500
Isaiah Stalbird,isaiah-stalbird,isaiah stalbird,United Athlete Sports,877500
Natrone Brooks,natrone-brooks,natrone brooks,Aura Sports Group,877500
Josh Butler,josh-butler,josh butler,JB Sports,877500
Anfernee Orji,anfernee-orji,anfernee orji,First Round Management,877500
Jalen Coker,jalen-coker,jalen coker,Generation Sports Group,877500
Bo Richter,bo-richter,bo richter,Leverage Football,877500
Jalen Redmond,jalen-redmond,jalen redmond,The Familie,877500
Demani Richardson,demani-richardson,demani richardson,The Sports & Entertainment Group,877500
Nathaniel Watson,nathaniel-watson,nathaniel watson,Innovation Sports Management,877500
Xavier Smith,xavier-smith,xavier smith,Lady Lib Sports & Entertainment,877500
Jowon Briggs,jowon-briggs,jowon briggs,Plan B Sports Management LLC,877500
Justin Dedich,justin-dedich,justin dedich,Eastern Athletic Services,877500
Marcelino Mccrary-Ball,marcelino-mccrary-ball,marcelino mccraryball,Eastern Athletic Services,877500
Bryce Oliver,bryce-oliver,bryce oliver,Believe Sports Group,877500
Netane Muti,netane-muti,netane muti,AMDG Sports,875198
Mike Onwenu,mike-onwenu,mike onwenu,Independent Sports & Entertainment,874369
Blake Ferguson,blake-ferguson,blake ferguson,OG1 Athletes,871362
Jermar Jefferson,jermar-jefferson,jermar jefferson,Be The Best Sports Group,870000
Isaiah Hodgins,isaiah-hodgins,isaiah hodgins,Klutch Sports Group,870000
Buddy Johnson,buddy-johnson,buddy johnson,Klutch Sports Group,870000
Andre Baccellia,andre-baccellia,andre baccellia,Leverage Football,870000
Raheem Blackshear,raheem-blackshear,raheem blackshear,EMG Sports,870000
Shaun Jolly,shaun-jolly,shaun jolly,United Athlete Sports,870000
Alex Barrett,alex-barrett,alex barrett,"Synergy Sports International, LLC",870000
Jack Heflin,jack-heflin,jack heflin,Team Sports Agency,870000
Jordan Fuller,jordan-fuller,jordan fuller,VaynerSports,866428
Quez Watkins,quez-watkins,quez watkins,JL Sports Agency,866166
Alec Anderson,alec-anderson,alec anderson,Agency 1 Athlete Management Group,859333
Tyrese Robinson,tyrese-robinson,tyrese robinson,1 of 1 Agency,858333
Markquese Bell,markquese-bell,markquese bell,MB5 Sports Group,858333
Jeremiah Ledbetter,jeremiah-ledbetter,jeremiah ledbetter,SportStars,857500
Jordan Mason,jordan-mason,jordan mason,Katz Brothers Sports,856667
Ryan Stonehouse,ryan-stonehouse,ryan stonehouse,Perla Sports Management,856667
Timmy Horne,timmy-horne,timmy horne,Exclusive Sports Group,856667
Josh Sills,josh-sills,josh sills,IHC Sports,856667
Demone Harris,demone-harris,demone harris,HOF Player Representatives,855000
Kavontae Turpin,kavontae-turpin,kavontae turpin,Maven Sports Group,853333
Kamren Curl,kamren-curl,kamren curl,Milk & Honey Sports,852082
Lil'Jordan Humphrey,liljordan-humphrey,liljordan humphrey,Management One,850000
Stantley Thomas-Oliver,stantley-thomas-oliver,stantley thomasoliver,United Athlete Sports,849544
Jonathan Garvin,jonathan-garvin,jonathan garvin,Loyalty Above All,843570
Mason Pline,mason-pline,mason pline,Milk & Honey Sports,840000
Charlie Smyth,charlie-smyth,charlie smyth,ProStar Sports Agency,840000
Corey Bullock,corey-bullock,corey bullock,AMDG Sports,840000
Dayton Wade,dayton-wade,dayton wade,Rich Sports Management,840000
Ke'Shawn Williams,keshawn-williams,keshawn williams,JL Sports Agency,840000
Jacob Saylors,jacob-saylors,jacob saylors,Young Money APAA Sports,840000
Kamal Hadden,kamal-hadden,kamal hadden,SportsTrust Advisors,840000
Jamie Sheriff,jamie-sheriff,jamie sheriff,Play 2 Win Sports,840000
Kai Kroeger,kai-kroeger,kai kroeger,Milk & Honey Sports,840000
Kalen King,kalen-king,kalen king,VaynerSports,840000
Jacob Sykes,jacob-sykes,jacob sykes,3XL Sports Management,840000
Jimmy Ciarlo,jimmy-ciarlo,jimmy ciarlo,EnterSports Management,840000
Nick Whiteside,nick-whiteside,nick whiteside,Goal Line Football,840000
Brycen Tremayne,brycen-tremayne,brycen tremayne,LIFT Sports Management,840000
Brandon Crenshaw-Dickson,brandon-crenshaw-dickson,brandon crenshawdickson,International Sports Agency,840000
Theo Benedet,theo-benedet,theo benedet,VA-AS Management,840000
Connor Bazelak,connor-bazelak,connor bazelak,Worldwide Sports Entertainment Collective,840000
Donovan Jennings,donovan-jennings,donovan jennings,Grady Sports Agency,840000
Basil Okoye,basil-okoye,basil okoye,The Uprise Sports Agency,840000
Andre Szmyt,andre-szmyt,andre szmyt,Equity Sports,840000
Emory Jones,emory-jones,emory jones,Rosenhaus Sports Representation,840000
Pj Jules,pj-jules,pj jules,Exclusive Athletes Agency,840000
Cj Ravenell,cj-ravenell,cj ravenell,Exclusive Sports Group,840000
Joshua Cephus,joshua-cephus,joshua cephus,Lady Lib Sports & Entertainment,840000
Zavier Scott,zavier-scott,zavier scott,"MRM Sports and Entertainment, LLC",840000
Zaire Mitchell-Paden,zaire-mitchell-paden,zaire mitchellpaden,KRS III Sports Management,840000
Harrison Mevis,harrison-mevis,harrison mevis,Neil S Schwartz Associates Inc,840000
Reddy Steward,reddy-steward,reddy steward,Grady Sports Agency,840000
Ryan Van Demark,ryan-van-demark,ryan van demark,Aura Sports Group,837000
Mario Goodrich,mario-goodrich,mario goodrich,Aura Sports Group,832500
Zack Johnson,zack-johnson,zack johnson,Social Victories,832500
Chris Glaser,chris-glaser,chris glaser,Shipman Wright Sports,832500
Malik Herring,malik-herring,malik herring,WIN Sports Group,816667
Jack Stoll,jack-stoll,jack stoll,JL Sports Agency,815833
Amen Ogbongbemiga,amen-ogbongbemiga,amen ogbongbemiga,Ace PR,813333
Caleb Johnson,caleb-johnson,caleb johnson,AJAX Sports Agency,810667
Marvin Mims,marvin-mims,marvin mims,Ballengee Group,797350
Michael Niese,michael-niese,michael niese,Moorehead Group,795000
Julius Chestnut,julius-chestnut,julius chestnut,"MRM Sports and Entertainment, LLC",787500
Brandon Walton,brandon-walton,brandon walton,The Team,787500
Quinton Bell,quinton-bell,quinton bell,Rosenhaus Sports Representation,780000
Matthew Wright,matthew-wright,matthew wright,ProStar Sports Agency,780000
Zack Bailey,zack-bailey,zack bailey,MGC Sports,780000
Luq Barcoo,luq-barcoo,luq barcoo,"Synergy Sports International, LLC",768333
Sean Mckeon,sean-mckeon,sean mckeon,Brad Blank & Associates,765667
Dan Chisena,dan-chisena,dan chisena,JL Sports Agency,765000
Chris Williams,chris-williams,chris williams,SportStars,764333
Brett Rypien,brett-rypien,brett rypien,Ace PR,762500
Ross Matiscik,ross-matiscik,ross matiscik,United Athlete Sports,762000
Allan George,allan-george,allan george,Aura Sports Group,750388
Jeremiah Moon,jeremiah-moon,jeremiah moon,National Sports Agency,750000
Dylan Cook,dylan-cook,dylan cook,Priority Sports & Entertainment,750000
Tristin Mccollum,tristin-mccollum,tristin mccollum,United Sports Group,750000
Chris Oladokun,chris-oladokun,chris oladokun,OTG Sports,750000
C.j. Brewer,cj-brewer,cj brewer,Aura Sports Group,750000
Domenique Davis,domenique-davis,domenique davis,The Familie,750000
Tay Martin,tay-martin,tay martin,AthElite Agency,750000
Austin Ajiake,austin-ajiake,austin ajiake,Leverage Football,750000
John Parker Romo,john-parker-romo,john parker romo,United Athlete Sports,750000
Devin Cochran,devin-cochran,devin cochran,Trust Sports & Entertainment,750000
Chris Blair,chris-blair,chris blair,Innovation Sports Management,750000
Lawrence Cager,lawrence-cager,lawrence cager,The Sports & Entertainment Group,695000
Elijah Campbell,elijah-campbell,elijah campbell,Rosenhaus Sports Representation,695000
Dakoda Shepley,dakoda-shepley,dakoda shepley,Klutch Sports Group,660000
Cody White,cody-white,cody white,Independent Sports & Entertainment,660000
Myles Adams,myles-adams,myles adams,Kool Vibe Sports,660000
Mike Brown,mike-brown,mike brown,Plan B Sports Management LLC,618333
Bobby Price,bobby-price,bobby price,Dynamic Sports Group,610000
Malik Taylor,malik-taylor,malik taylor,IFA (The Institute for Athletes),610000
Aj Finley,aj-finley,aj finley,SportsTrust Advisors,588333
Jalen Sundell,jalen-sundell,jalen sundell,One West Sports Group,585000
David Sills,david-sills,david sills,Ace PR,540000
Anthony Miller,anthony-miller,anthony miller,WIN Sports Group,517500
Charles Woods,charles-woods,charles woods,BTI Sports,480000
Jacob Mcquaide,jacob-mcquaide,jacob mcquaide,Alliance Sports Management,465833
Jaquelin Roy,jaquelin-roy,jaquelin roy,"Lessem, Newstat & Tooson",457500
Jonathan Ward,jonathan-ward,jonathan ward,Pyramid Sports Group,447500
Jonathan Harris,jonathan-harris,jonathan harris,Range Media Partners,360000
Janarius Robinson,janarius-robinson,janarius robinson,SportsTrust Advisors,352500
Ben Stille,ben-stille,ben stille,JL Sports Agency,216000
Lucky Jackson,lucky-jackson,lucky jackson,GHG Sports Inc,216000
Sebastian Gutierrez,sebastian-gutierrez,sebastian gutierrez,Exclusive Sports Group,216000
Dez Fitzpatrick,dez-fitzpatrick,dez fitzpatrick,Klutch Sports Group,216000
Isaiah Simmons,isaiah-simmons,isaiah simmons,Ace PR,1
Ben Sauls,ben-sauls,ben sauls,United Athlete Sports,0
Benton Whitley,benton-whitley,benton whitley,United Athlete Sports,0
Ryan Rehkow,ryan-rehkow,ryan rehkow,United Athlete Sports,0
Brady Latham,brady-latham,brady latham,United Athlete Sports,0
Coleman Owen,coleman-owen,coleman owen,United Athlete Sports,0
Devonte O'Malley,devonte-omalley,devonte omalley,United Athlete Sports,0
Avieon Terrell,avieon-terrell,avieon terrell,Athletes First,0
Tylan Grable,tylan-grable,tylan grable,Grand Central Sports Management,0
Max Tooley,max-tooley,max tooley,United Athlete Sports,0
Monaray Baldwin,monaray-baldwin,monaray baldwin,Grand Central Sports Management,0
B.j. Thompson,bj-thompson,bj thompson,United Athlete Sports,0
Brandon Cisse,brandon-cisse,brandon cisse,Athletes First,0
Dean Clark,dean-clark,dean clark,Grand Central Sports Management,0
Bud Clark,bud-clark,bud clark,Athletes First,0
Hudson Clark,hudson-clark,hudson clark,United Athlete Sports,0
J.j. Lippe,jj-lippe,jj lippe,United Athlete Sports,0
Jaquae Jackson,jaquae-jackson,jaquae jackson,United Athlete Sports,0
Dj Thomas-Jones,dj-thomas-jones,dj thomasjones,Grand Central Sports Management,0
Charles Grant,charles-grant,charles grant,The Team,0
Brian Asamoah,brian-asamoah,brian asamoah,The Team,0
Austin Reed,austin-reed,austin reed,The Team,0
James Ester,james-ester,james ester,United Athlete Sports,0
Junior Tafuna,junior-tafuna,junior tafuna,United Athlete Sports,0
Junior Bergen,junior-bergen,junior bergen,United Athlete Sports,0
Jaylin Simpson,jaylin-simpson,jaylin simpson,Grand Central Sports Management,0
Isaac Gifford,isaac-gifford,isaac gifford,LIFT Sports Management,0
Isaiah Neyor,isaiah-neyor,isaiah neyor,LIFT Sports Management,0
Kenny Yeboah,kenny-yeboah,kenny yeboah,LIFT Sports Management,0
Oscar Chapman,oscar-chapman,oscar chapman,United Athlete Sports,0
Ethan Robinson,ethan-robinson,ethan robinson,LIFT Sports Management,0
Maddux Trujillo,maddux-trujillo,maddux trujillo,LIFT Sports Management,0
Amar Johnson,amar-johnson,amar johnson,IFA (The Institute for Athletes),0
Nate Valcarcel,nate-valcarcel,nate valcarcel,United Athlete Sports,0
Ketron Jackson Jr.,ketron-jackson-jr,ketron jackson,Hornbrook Law Firm,0
Chukwuebuka Godrick,chukwuebuka-godrick,chukwuebuka godrick,The Uprise Sports Agency,0
Treyton Welch,treyton-welch,treyton welch,Higher Calling Sports,0
Wesley Steiner,wesley-steiner,wesley steiner,Tony Rodgers,0
Kevin Givens,kevin-givens,kevin givens,Greyshot,0
Lucas Patrick,lucas-patrick,lucas patrick,Turner Sports Management,0
Ryan Miller,ryan-miller,ryan miller,Turner Sports Management,0
Trace Ford,trace-ford,trace ford,Turner Sports Management,0
Ozzie Hutchinson,ozzie-hutchinson,ozzie hutchinson,United Athlete Sports,0
Ricky Barber,ricky-barber,ricky barber,HOF Player Representatives,0
Bucky Williams,bucky-williams,bucky williams,"US Sports, Inc",0
John Jiles,john-jiles,john jiles,"US Sports, Inc",0
Rushawn Baker,rushawn-baker,rushawn baker,"US Sports, Inc",0
Kana'I Mauga,kanai-mauga,kanai mauga,HD Sports,0
Mike Boone,mike-boone,mike boone,United Athlete Sports,0
Tanner Ingle,tanner-ingle,tanner ingle,"US Sports, Inc",0
Anthony Torres,anthony-torres,anthony torres,United Athlete Sports,0
Jacardia Wright,jacardia-wright,jacardia wright,Top Line Sports Agency,0
Tyrek Funderburk,tyrek-funderburk,tyrek funderburk,MGC Sports,0
Julius Welschof,julius-welschof,julius welschof,"MRM Sports and Entertainment, LLC",0
Robbie Chosen,robbie-chosen,robbie chosen,Aura Sports Group,0
Tre Herndon,tre-herndon,tre herndon,Aura Sports Group,0
Tre Swilling,tre-swilling,tre swilling,Aura Sports Group,0
Xavien Howard,xavien-howard,xavien howard,Aura Sports Group,0
Casey Rogers,casey-rogers,casey rogers,Authentic Athletix,0
Eric Watts,eric-watts,eric watts,Authentic Athletix,0
Kole Taylor,kole-taylor,kole taylor,The Familie,0
Lance Mccutcheon,lance-mccutcheon,lance mccutcheon,The Familie,0
Jamaal Pritchett,jamaal-pritchett,jamaal pritchett,The Sports & Entertainment Group,0
Desmond Little,desmond-little,desmond little,The Prototype Sports Agency,0
Jordan Bly,jordan-bly,jordan bly,The Rosenbach Agency,0
Keydrain Calligan,keydrain-calligan,keydrain calligan,The Rosenbach Agency,0
Travis Glover,travis-glover,travis glover,The Rosenbach Agency,0
Anim Dankwah,anim-dankwah,anim dankwah,The Sports & Entertainment Group,0
Beanie Bishop Jr.,beanie-bishop-jr,beanie bishop,The Sports & Entertainment Group,0
Brittain Brown,brittain-brown,brittain brown,The Sports & Entertainment Group,0
Caleb Douglas,caleb-douglas,caleb douglas,The Sports & Entertainment Group,0
Dalys Beanum,dalys-beanum,dalys beanum,Leverage Football,0
Davion Ross,davion-ross,davion ross,Leverage Football,0
Nate Boerkircher,nate-boerkircher,nate boerkircher,The Familie,0
Greg Joseph,greg-joseph,greg joseph,Tessler Sports Management,0
Jason Bean,jason-bean,jason bean,Tessler Sports Management,0
Tj Sheffield,tj-sheffield,tj sheffield,Tessler Sports Management,0
Tanner Taula,tanner-taula,tanner taula,Tessler Sports Management,0
Greedy Vance Jr.,greedy-vance-jr,greedy vance,The Eight Eighteen,0
Bayron Matos,bayron-matos,bayron matos,The Familie,0
Kc Concepcion,kc-concepcion,kc concepcion,The Familie,0
Jaylen Warren,jaylen-warren,jaylen warren,Aura Sports Group,0
Jha'Quan Jackson,jhaquan-jackson,jhaquan jackson,Aura Sports Group,0
Kader Kohou,kader-kohou,kader kohou,Aura Sports Group,0
Thayer Thomas,thayer-thomas,thayer thomas,MGC Sports,0
Mike Strachan,mike-strachan,mike strachan,Aura Sports Group,0
Moliki Matavao,moliki-matavao,moliki matavao,Aura Sports Group,0
Seth Coleman,seth-coleman,seth coleman,Goal Line Football,0
Tre Stewart,tre-stewart,tre stewart,Goal Line Football,0
Desmond Watson,desmond-watson,desmond watson,Grady Sports Agency,0
Micah Abraham,micah-abraham,micah abraham,Grady Sports Agency,0
Kaden Prather,kaden-prather,kaden prather,Loyalty Above All,0
Sam Kamara,sam-kamara,sam kamara,Loyalty Above All,0
Tatum Bethune,tatum-bethune,tatum bethune,MB5 Sports Group,0
Alex Huntley,alex-huntley,alex huntley,MGC Sports,0
Taylor Morin,taylor-morin,taylor morin,MGC Sports,0
Michael Strachan,michael-strachan,michael strachan,Aura Sports Group,0
Rob Mcdaniel,rob-mcdaniel,rob mcdaniel,Lady Lib Sports & Entertainment,0
Jesse Matthews,jesse-matthews,jesse matthews,Law Office of Thomas P. Matthews,0
Cam Camper,cam-camper,cam camper,LeBlanc Legal,0
Jaheim Bell,jaheim-bell,jaheim bell,Legacy Sports Advisors,0
Derrick Canteen,derrick-canteen,derrick canteen,Legacy Trust Sports Group,0
Jaison Williams,jaison-williams,jaison williams,Legacy Trust Sports Group,0
Shaquan Loyal,shaquan-loyal,shaquan loyal,Legacy Trust Sports Group,0
Mike Greene,mike-greene,mike greene,Legend Agency,0
Nate Carter,nate-carter,nate carter,Legend Agency,0
Xazavian Valladay,xazavian-valladay,xazavian valladay,"Lessem, Newstat & Tooson",0
Garmon Randolph,garmon-randolph,garmon randolph,Leverage Football,0
Tejhaun Palmer,tejhaun-palmer,tejhaun palmer,The Sports & Entertainment Group,0
Tre Brown,tre-brown,tre brown,The Sports & Entertainment Group,0
Laki Tasi,laki-tasi,laki tasi,The Standard,0
Caleb Banks,caleb-banks,caleb banks,Athletes First,0
Cam Akers,cam-akers,cam akers,Athletes First,0
Cameron Mcgrone,cameron-mcgrone,cameron mcgrone,Athletes First,0
Cedric Johnson,cedric-johnson,cedric johnson,Athletes First,0
Christopher Hinton,christopher-hinton,christopher hinton,Athletes First,0
Christopher Smith,christopher-smith,christopher smith,Athletes First,0
Curtis Jacobs,curtis-jacobs,curtis jacobs,Athletes First,0
Princeton Fant,princeton-fant,princeton fant,The Sports & Entertainment Group,0
Hal Presley,hal-presley,hal presley,Leverage Football,0
Jaden Robinson,jaden-robinson,jaden robinson,Leverage Football,0
Will Bradley-King,will-bradley-king,will bradleyking,Leverage Football,0
Sal Wormley,sal-wormley,sal wormley,Longsnap,0
Albert Regis,albert-regis,albert regis,Loyalty Above All,0
Jack Conley,jack-conley,jack conley,Loyalty Above All,0
