name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Tyree Wilson,EDGE,Saints,UFA,41.4,27.0,6251375.0,25005500.0,NO,EDGE,tyree-wilson,5.5,23.8,8.8,16,"['Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Baron Browning (age 28, $7.5M)', 'Arnold Ebiketie (age 28, $4.3M)']","16 comps at EDGE, age 24.0-30.0"
Jacoby Brissett,QB,Cardinals,UFA,71.5,35.0,6250000.0,6500000.0,ARI,QB,jacoby-brissett,25.1,51.3,40.4,4,"['Marcus Mariota (age 34, $7.0M)', 'Dak Prescott (age 33, $60.0M)', 'Jared Goff (age 32, $53.0M)', 'Baker Mayfield (age 32, $33.3M)']","4 comps at QB, age 32.0-38.0"
Dalvin Tomlinson,IDL,Chargers,UFA,48.4,33.0,6200000.0,5690000.0,LAC,IDL,dalvin-tomlinson,6.0,17.3,8.9,17,"['Davon Godchaux (age 33, $5.5M)', 'DeForest Buckner (age 33, $23.0M)', 'Leonard Williams (age 33, $21.5M)', 'Maliek Collins (age 32, $10.0M)']","17 comps at IDL, age 30.0-36.0"
Coleman Shelton,RG,Rams,UFA,98.7,32.0,6000000.0,9000000.0,LAR,OL,coleman-shelton,6.4,20.0,13.8,20,"['Garrett Bradbury (age 32, $4.7M)', 'Hjalte Froholdt (age 31, $6.0M)', 'Quenton Nelson (age 31, $20.0M)', ""Brian O'Neill (age 32, $18.5M)""]","20 comps at OL, age 29.0-35.0"
Hjalte Froholdt,C,Cardinals,UFA,98.8,31.0,6000000.0,7250000.0,ARI,OL,hjalte-froholdt,7.2,22.8,15.6,25,"['Quenton Nelson (age 31, $20.0M)', 'Coleman Shelton (age 32, $6.0M)', 'Michael Onwenu (age 30, $19.0M)', 'Kevin Dotson (age 31, $16.0M)']","25 comps at OL, age 28.0-34.0"
Keisean Nixon,CB,Packers,UFA,90.5,30.0,6000000.0,6500000.0,GB,CB,keisean-nixon,6.7,22.1,10.8,14,"['Michael Jackson Sr. (age 30, $5.2M)', 'Marshon Lattimore (age 30, $19.4M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Jaire Alexander (age 29, $21.0M)']","14 comps at CB, age 27.0-33.0"
Jarrett Stidham,QB,Broncos,UFA,0.4,31.0,6000000.0,6990000.0,DEN,QB,jarrett-stidham,35.2,44.0,41.6,13,"['Patrick Mahomes (age 31, $45.0M)', 'Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Jared Goff (age 32, $53.0M)']","13 comps at QB, age 28.0-34.0"
Joe Flacco,QB,Bengals,Void,62.7,42.0,6000000.0,4000000.0,CIN,QB,joe-flacco,10.7,22.2,12.4,3,"['Aaron Rodgers (age 44, $15.5M)', 'Kirk Cousins (age 39, $11.3M)', 'Matt Stafford (age 39, $40.0M)']","3 comps at QB, age 39.0-45.0"
Dre Greenlaw,LB,49ers,Void,28.8,30.0,6000000.0,6000000.0,SF,LB,dre-greenlaw,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Roquan Smith (age 30, $20.0M)', 'Fred Warner (age 30, $21.0M)', 'Foyesade Oluokun (age 30, $15.0M)']","12 comps at LB, age 27.0-33.0"
Ja'Quan McMillian,CB,Broncos,UFA,66.0,27.0,5767000.0,0.0,DEN,CB,jaquan-mcmillian,4.9,17.1,13.7,13,"['Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Patrick Surtain II (age 26, $24.0M)']","13 comps at CB, age 24.0-30.0"
T.J. Bass,RG,Cowboys,UFA,29.6,28.0,5767000.0,0.0,DAL,OL,tj-bass,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Gardner Minshew,QB,Cardinals,UFA,3.7,31.0,5750000.0,5140000.0,ARI,QB,gardner-minshew,35.2,44.0,41.6,13,"['Patrick Mahomes (age 31, $45.0M)', 'Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Jared Goff (age 32, $53.0M)']","13 comps at QB, age 28.0-34.0"
Aaron Jones,RB,Vikings,UFA,33.7,33.0,5560000.0,5000000.0,MIN,RB,aaron-jones,8.8,13.4,11.3,4,"['Alvin Kamara (age 32, $12.2M)', 'Derrick Henry (age 32, $16.0M)', 'Tony Pollard (age 30, $7.2M)', 'Christian McCaffrey (age 30, $19.0M)']","4 comps at RB, age 30.0-36.0"
Isaiah Rodgers,CB,Vikings,UFA,90.0,29.0,5522500.0,7995000.0,MIN,CB,isaiah-rodgers,7.1,23.0,12.0,15,"['Jaire Alexander (age 29, $21.0M)', 'Cobie Durant (age 29, $4.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Michael Jackson Sr. (age 30, $5.2M)']","15 comps at CB, age 26.0-32.0"
Jaquan Brisker,S,Steelers,UFA,99.9,28.0,5500000.0,4285000.0,PIT,S,jaquan-brisker,8.4,22.6,16.8,10,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Grant Delpit (age 29, $12.0M)', 'Jeremy Chinn (age 29, $8.1M)', 'Minkah Fitzpatrick (age 29, $18.4M)']","10 comps at S, age 25.0-31.0"
Trent Brown,RT,Texans,UFA,41.3,34.0,5500000.0,1750000.0,HOU,OL,trent-brown,4.4,13.8,10.4,11,"['Joel Bitonio (age 34, $15.0M)', 'Laremy Tunsil (age 33, $24.0M)', 'Ted Karras (age 34, $5.0M)', 'Ben Powers (age 31, $13.0M)']","11 comps at OL, age 31.0-37.0"
Davon Godchaux,IDL,Saints,Void,41.5,33.0,5500000.0,7450000.0,NO,IDL,davon-godchaux,6.0,17.2,8.8,17,"['DeForest Buckner (age 33, $23.0M)', 'Dalvin Tomlinson (age 33, $6.2M)', 'Maliek Collins (age 32, $10.0M)', 'Leonard Williams (age 33, $21.5M)']","17 comps at IDL, age 30.0-36.0"
Drake London,WR,Falcons,UFA,64.7,26.0,5383618.0,21534472.0,ATL,WR,drake-london,22.4,27.2,23.9,19,"[""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)', 'Alec Pierce (age 26, $28.5M)', 'George Pickens (age 26, $27.3M)']","19 comps at WR, age 23.0-29.0"
Jason Myers,K,Seahawks,UFA,44.4,36.0,5275000.0,8665000.0,SEA,ST,jason-myers,4.0,4.8,4.8,5,"['Chris Boswell (age 36, $5.0M)', 'Justin Tucker (age 37, $6.0M)', 'Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)']","5 comps at ST, age 33.0-39.0"
Broderick Washington,IDL,Ravens,UFA,9.0,31.0,5250000.0,10000000.0,BAL,IDL,broderick-washington,5.8,18.0,9.2,19,"['Harrison Phillips (age 31, $7.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Maliek Collins (age 32, $10.0M)', 'Daron Payne (age 30, $22.5M)']","19 comps at IDL, age 28.0-34.0"
Tommy Tremble,TE,Panthers,UFA,59.9,27.0,5250000.0,6000000.0,CAR,TE,tommy-tremble,5.2,12.4,9.4,7,"['Colby Parkinson (age 28, $7.5M)', 'Kyle Pitts (age 27, $15.0M)', 'Trey McBride (age 26, $16.5M)', 'Sam LaPorta (age 25, $12.2M)']","7 comps at TE, age 24.0-30.0"
Michael Jackson Sr.,CB,Panthers,UFA,98.5,30.0,5250000.0,5700000.0,CAR,CB,michael-jackson-sr,7.0,22.1,10.8,14,"['Keisean Nixon (age 30, $6.0M)', 'Marshon Lattimore (age 30, $19.4M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Jaire Alexander (age 29, $21.0M)']","14 comps at CB, age 27.0-33.0"
Jordan Mason,RB,Vikings,Void,41.3,28.0,5250000.0,7230000.0,MIN,RB,jordan-mason,6.4,11.4,9.6,9,"[""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)', 'Saquon Barkley (age 29, $20.6M)']","9 comps at RB, age 25.0-31.0"
Jawaan Taylor,RT,Falcons,UFA,68.3,30.0,5000000.0,0.0,ATL,OL,jawaan-taylor,5.8,16.0,11.0,25,"['Frank Ragnow (age 30, $14.0M)', 'Aaron Brewer (age 30, $7.0M)', 'Jon Runyan, Jr. (age 30, $10.0M)', 'Kevin Dotson (age 31, $16.0M)']","25 comps at OL, age 27.0-33.0"
Chris Boswell,K,Steelers,UFA,33.0,36.0,5000000.0,9760000.0,PIT,ST,chris-boswell,4.2,4.8,4.8,5,"['Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)', 'Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)']","5 comps at ST, age 33.0-39.0"
Malik Harrison,LB,Steelers,UFA,25.3,29.0,5000000.0,4080000.0,PIT,LB,malik-harrison,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Ted Karras,C,Bengals,UFA,100.0,34.0,5000000.0,1000000.0,CIN,OL,ted-karras,6.9,20.7,15.6,11,"['Joel Bitonio (age 34, $15.0M)', 'Jake Brendel (age 35, $4.1M)', 'Laremy Tunsil (age 33, $24.0M)', 'Coleman Shelton (age 32, $6.0M)']","11 comps at OL, age 31.0-37.0"
Marquise Brown,WR,Eagles,Void,49.5,30.0,5000000.0,5000000.0,PHI,WR,marquise-brown,19.7,24.8,23.0,15,"['Christian Watson (age 28, $11.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)', 'Terry McLaurin (age 31, $29.0M)']","15 comps at WR, age 27.0-33.0"
Braxton Jones,LT,Bears,UFA,18.2,28.0,5000000.0,3000000.0,CHI,OL,braxton-jones,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Larry Borom,RT,Lions,UFA,67.5,28.0,5000000.0,4900000.0,DET,OL,larry-borom,5.9,16.7,11.1,23,"['Tristan Wirfs (age 28, $28.1M)', 'Andrew Thomas (age 28, $28.0M)', 'Landon Dickerson (age 28, $21.0M)', 'Mekhi Becton (age 28, $12.5M)']","23 comps at OL, age 25.0-31.0"
Anthony Nelson,EDGE,Buccaneers,Void,37.0,30.0,5000000.0,5500000.0,TB,EDGE,anthony-nelson,6.0,22.4,8.8,21,"['Charles Omenihu (age 30, $4.0M)', 'Malcolm Koonce (age 29, $11.0M)', 'Uchenna Nwosu (age 31, $9.8M)', 'Arnold Ebiketie (age 28, $4.3M)']","21 comps at EDGE, age 27.0-33.0"
Malik Hooker,S,Cowboys,UFA,53.7,31.0,5000000.0,3500000.0,DAL,S,malik-hooker,5.4,14.2,8.1,10,"['Will Harris (age 32, $4.0M)', 'Derwin James (age 31, $19.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","10 comps at S, age 28.0-34.0"
Chidobe Awuzie,CB,Ravens,UFA,49.1,32.0,5000000.0,5000000.0,BAL,CB,chidobe-awuzie,4.4,15.5,5.2,9,"['Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Marshon Lattimore (age 30, $19.4M)']","9 comps at CB, age 29.0-35.0"
Chris Olave,WR,Saints,UFA,78.9,27.0,4817968.0,19271872.0,NO,WR,chris-olave,27.3,34.0,29.8,20,"['Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)', 'Amon-Ra St. Brown (age 27, $30.0M)', 'Tee Higgins (age 27, $28.8M)']","20 comps at WR, age 24.0-30.0"
Ryan Neuzil,C,Falcons,UFA,100.0,30.0,4750000.0,6250000.0,ATL,OL,ryan-neuzil,8.3,22.8,15.6,25,"['Michael Onwenu (age 30, $19.0M)', 'Jon Runyan, Jr. (age 30, $10.0M)', 'Aaron Brewer (age 30, $7.0M)', 'Frank Ragnow (age 30, $14.0M)']","25 comps at OL, age 27.0-33.0"
Garrett Bradbury,C,Bears,UFA,98.0,32.0,4700000.0,3700000.0,CHI,OL,garrett-bradbury,7.0,20.0,13.8,20,"['Coleman Shelton (age 32, $6.0M)', 'Hjalte Froholdt (age 31, $6.0M)', 'Quenton Nelson (age 31, $20.0M)', ""Brian O'Neill (age 32, $18.5M)""]","20 comps at OL, age 29.0-35.0"
Roy Robertson-Harris,IDL,Giants,UFA,56.3,34.0,4500000.0,5300000.0,NYG,IDL,roy-robertson-harris,7.4,18.8,9.8,14,"['Grover Stewart (age 34, $13.0M)', 'Nathan Shepherd (age 34, $4.3M)', 'David Onyemata (age 35, $10.5M)', 'Aaron Donald (age 34, $31.7M)']","14 comps at IDL, age 31.0-37.0"
Arnold Ebiketie,EDGE,Eagles,Void,34.8,28.0,4300000.0,4300000.0,PHI,EDGE,arnold-ebiketie,6.1,22.6,8.8,19,"['Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)']","19 comps at EDGE, age 25.0-31.0"
Ryan Van Demark,RT,Vikings,UFA,27.6,29.0,4270000.0,4145000.0,MIN,OL,ryan-van-demark,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Nathan Shepherd,IDL,Saints,Void,63.3,34.0,4260000.0,4551000.0,NO,IDL,nathan-shepherd,8.4,21.3,11.1,14,"['Grover Stewart (age 34, $13.0M)', 'Roy Robertson-Harris (age 34, $4.5M)', 'Aaron Donald (age 34, $31.7M)', 'David Onyemata (age 35, $10.5M)']","14 comps at IDL, age 31.0-37.0"
Mack Wilson,LB,Cardinals,UFA,45.5,29.0,4250000.0,6445000.0,ARI,LB,mack-wilson,5.6,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)', 'Christian Elliss (age 28, $6.8M)']","11 comps at LB, age 26.0-32.0"
Mack Hollins,WR,Patriots,UFA,60.2,34.0,4200000.0,3500000.0,NE,WR,mack-hollins,13.5,26.6,22.9,3,"['Davante Adams (age 35, $22.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'Terry McLaurin (age 31, $29.0M)']","3 comps at WR, age 31.0-37.0"
Broderick Jones,LT,Steelers,UFA,61.3,26.0,4156591.0,16626364.0,PIT,OL,broderick-jones,5.7,17.2,12.3,13,"['Penei Sewell (age 25, $28.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Larry Borom (age 28, $5.0M)', 'Ikem Ekwonu (age 27, $6.9M)']","13 comps at OL, age 23.0-29.0"
Jake Brendel,C,49ers,Void,84.6,35.0,4125000.0,5000000.0,SF,OL,jake-brendel,5.6,20.4,10.9,8,"['Joel Bitonio (age 34, $15.0M)', 'Ted Karras (age 34, $5.0M)', 'Laremy Tunsil (age 33, $24.0M)', 'Trent Brown (age 34, $5.5M)']","8 comps at OL, age 32.0-38.0"
Chase McLaughlin,K,Buccaneers,UFA,32.1,31.0,4100000.0,5000000.0,TB,ST,chase-mclaughlin,4.2,4.9,4.5,4,"['Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)', 'Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)']","4 comps at ST, age 28.0-34.0"
Will McDonald IV,EDGE,Jets,UFA,57.5,28.0,4080416.0,16321664.0,NYJ,EDGE,will-mcdonald-iv,7.0,25.8,10.1,19,"[""K'Lavon Chaisson (age 28, $11.0M)"", 'Baron Browning (age 28, $7.5M)', 'Brian Burns (age 28, $28.2M)', 'Josh Hines-Allen (age 28, $28.2M)']","19 comps at EDGE, age 25.0-31.0"
Bud Dupree,EDGE,Chargers,UFA,38.5,34.0,4005000.0,2495000.0,LAC,EDGE,bud-dupree,8.2,15.4,12.8,8,"['Arik Armstead (age 34, $14.5M)', 'Al-Quadin Muhammad (age 32, $4.0M)', 'Khalil Mack (age 36, $18.0M)', 'Andrew Van Ginkel (age 32, $23.0M)']","8 comps at EDGE, age 31.0-37.0"
Will Harris,S,Commanders,UFA,49.2,32.0,4000000.0,3390000.0,WAS,S,will-harris,5.5,13.3,8.1,8,"['Malik Hooker (age 31, $5.0M)', 'Derwin James (age 31, $19.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","8 comps at S, age 29.0-35.0"
Charles Omenihu,EDGE,Commanders,UFA,54.3,30.0,4000000.0,3300000.0,WAS,EDGE,charles-omenihu,6.6,24.7,9.7,21,"['Anthony Nelson (age 30, $5.0M)', 'Uchenna Nwosu (age 31, $9.8M)', 'Myles Garrett (age 30, $40.0M)', 'Malcolm Koonce (age 29, $11.0M)']","21 comps at EDGE, age 27.0-33.0"
P.J. Locke,S,Cowboys,UFA,15.4,30.0,4000000.0,3500000.0,DAL,S,pj-locke,4.2,13.8,6.5,11,"['Malik Hooker (age 31, $5.0M)', 'Will Harris (age 32, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","11 comps at S, age 27.0-33.0"
Jameis Winston,QB,Giants,UFA,13.6,33.0,4000000.0,5250000.0,NYG,QB,jameis-winston,21.4,44.0,39.2,8,"['Marcus Mariota (age 34, $7.0M)', 'Dak Prescott (age 33, $60.0M)', 'Jared Goff (age 32, $53.0M)', 'Jacoby Brissett (age 35, $6.2M)']","8 comps at QB, age 30.0-36.0"
Kenny Pickett,QB,Panthers,UFA,8.0,29.0,4000000.0,4000000.0,CAR,QB,kenny-pickett,36.0,44.0,42.0,13,"['Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
Josh Jones,LT,Seahawks,UFA,23.9,30.0,4000000.0,3000000.0,SEA,OL,josh-jones,5.0,15.1,10.2,26,"['Jaylon Moore (age 29, $15.0M)', 'Ben Powers (age 31, $13.0M)', 'Jawaan Taylor (age 30, $5.0M)', 'Austin Jackson (age 28, $7.0M)']","26 comps at OL, age 27.0-33.0"
Asante Samuel Jr.,CB,Steelers,UFA,19.1,28.0,4000000.0,2785000.0,PIT,CB,asante-samuel-jr,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Rasheed Walker,LT,Panthers,UFA,94.0,27.0,4000000.0,3215000.0,CAR,OL,rasheed-walker,8.3,23.7,15.0,19,"['Ikem Ekwonu (age 27, $6.9M)', 'Creed Humphrey (age 27, $18.0M)', 'Tristan Wirfs (age 28, $28.1M)', 'Andrew Thomas (age 28, $28.0M)']","19 comps at OL, age 24.0-30.0"
Brock Wright,TE,Lions,Void,36.5,29.0,4000000.0,4600000.0,DET,TE,brock-wright,5.2,11.4,7.1,8,"['Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)', 'Tommy Tremble (age 27, $5.2M)']","8 comps at TE, age 26.0-32.0"
Isaiah McDuffie,LB,Packers,UFA,45.1,28.0,4000000.0,2550000.0,GB,LB,isaiah-mcduffie,5.6,11.5,7.0,11,"['Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)', 'Patrick Queen (age 28, $13.7M)']","11 comps at LB, age 25.0-31.0"
Charlie Woerner,TE,Falcons,UFA,51.6,30.0,4000000.0,4160000.0,ATL,TE,charlie-woerner,5.7,10.7,7.7,10,"['T.J. Hockenson (age 30, $10.2M)', 'Brock Wright (age 29, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'Mark Andrews (age 31, $14.0M)']","10 comps at TE, age 27.0-33.0"
Cobie Durant,CB,Cowboys,UFA,73.0,29.0,4000000.0,1500000.0,DAL,CB,cobie-durant,5.7,18.5,9.7,15,"['Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","15 comps at CB, age 26.0-32.0"
Teven Jenkins,RG,Browns,Void,29.8,29.0,4000000.0,3960000.0,CLE,OL,teven-jenkins,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Demarcus Robinson,WR,49ers,Void,37.4,33.0,4000000.0,6000000.0,SF,WR,demarcus-robinson,3.8,19.0,10.8,4,"['Mack Hollins (age 34, $4.2M)', 'Davante Adams (age 35, $22.0M)', 'Marquise Brown (age 30, $5.0M)', 'Terry McLaurin (age 31, $29.0M)']","4 comps at WR, age 30.0-36.0"
Dane Belton,S,Jets,UFA,63.2,27.0,4000000.0,2000000.0,NYJ,S,dane-belton,6.2,15.2,11.2,8,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)', 'Kyle Hamilton (age 25, $20.6M)']","8 comps at S, age 24.0-30.0"
Al-Quadin Muhammad,EDGE,Buccaneers,UFA,41.4,32.0,4000000.0,2500000.0,TB,EDGE,al-quadin-muhammad,7.9,21.4,12.8,14,"['Andrew Van Ginkel (age 32, $23.0M)', 'Uchenna Nwosu (age 31, $9.8M)', 'T.J. Watt (age 32, $28.0M)', 'Bud Dupree (age 34, $4.0M)']","14 comps at EDGE, age 29.0-35.0"
Mike Ford,CB,Falcons,UFA,0.0,32.0,4000000.0,1140000.0,ATL,CB,mike-ford,4.3,13.6,5.0,10,"['Chidobe Awuzie (age 32, $5.0M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)', 'Marlon Humphrey (age 31, $19.5M)']","10 comps at CB, age 29.0-35.0"
Emmanuel Forbes,CB,Rams,UFA,72.5,26.0,3851892.0,15407568.0,LAR,CB,emmanuel-forbes,6.5,21.1,15.8,11,"['Patrick Surtain II (age 26, $24.0M)', 'Greg Newsome II (age 27, $8.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Micah McFadden,LB,Giants,UFA,1.0,27.0,3750000.0,2900000.0,NYG,LB,micah-mcfadden,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Mason Rudolph,QB,Steelers,UFA,11.0,32.0,3750000.0,3000000.0,PIT,QB,mason-rudolph,28.8,43.6,38.8,10,"['Jared Goff (age 32, $53.0M)', 'Marcus Mariota (age 34, $7.0M)', 'Baker Mayfield (age 32, $33.3M)', 'Dak Prescott (age 33, $60.0M)']","10 comps at QB, age 29.0-35.0"
Isaiah Pola-Mao,S,Raiders,UFA,96.0,28.0,3725000.0,3500000.0,LV,S,isaiah-pola-mao,7.1,21.8,14.0,11,"['Jaquan Brisker (age 28, $5.5M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Grant Delpit (age 29, $12.0M)', 'Jeremy Chinn (age 29, $8.1M)']","11 comps at S, age 25.0-31.0"
Jack Campbell,LB,Lions,UFA,99.3,27.0,3680505.0,14722018.0,DET,LB,jack-campbell,8.3,17.2,10.5,11,"['Patrick Queen (age 28, $13.7M)', 'Patrick Queen (age 28, $13.7M)', 'Jordyn Brooks (age 30, $8.8M)', 'Christian Elliss (age 28, $6.8M)']","11 comps at LB, age 24.0-30.0"
Thomas Booker,IDL,Raiders,UFA,53.9,28.0,3674000.0,0.0,LV,IDL,thomas-booker,7.4,19.5,14.8,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","6 comps at IDL, age 25.0-31.0"
Sean Tucker,RB,Buccaneers,UFA,15.6,26.0,3520000.0,0.0,TB,RB,sean-tucker,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
Ronnie Hickman,S,Browns,UFA,98.5,26.0,3520000.0,0.0,CLE,S,ronnie-hickman,7.9,22.6,14.3,9,"['Kyle Hamilton (age 25, $20.6M)', 'Jaquan Brisker (age 28, $5.5M)', 'Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)']","9 comps at S, age 23.0-29.0"
Jordan Meredith,C,Raiders,UFA,68.1,29.0,3520000.0,0.0,LV,OL,jordan-meredith,5.1,15.7,9.6,26,"['Chris Lindstrom (age 29, $20.5M)', 'Jawaan Taylor (age 30, $5.0M)', 'Larry Borom (age 28, $5.0M)', 'Ezra Cleveland (age 29, $8.0M)']","26 comps at OL, age 26.0-32.0"
Ivan Pace Jr.,LB,Vikings,UFA,30.2,27.0,3520000.0,0.0,MIN,LB,ivan-pace-jr,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Nahshon Wright,CB,Jets,UFA,97.0,29.0,3500000.0,3500000.0,NYJ,CB,nahshon-wright,6.8,22.9,10.8,16,"['Isaiah Rodgers (age 29, $5.5M)', 'Jaire Alexander (age 29, $21.0M)', 'Michael Jackson Sr. (age 30, $5.2M)', 'Cobie Durant (age 29, $4.0M)']","16 comps at CB, age 26.0-32.0"
Mac Jones,QB,49ers,Void,48.6,29.0,3500000.0,4750000.0,SF,QB,mac-jones,36.0,44.0,42.0,13,"['Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
Trevor Penning,LT,Chargers,UFA,48.8,28.0,3500000.0,3500000.0,LAC,OL,trevor-penning,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Larry Borom (age 28, $5.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Nate Hobbs,CB,49ers,UFA,32.0,28.0,3500000.0,3110000.0,SF,CB,nate-hobbs,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
